event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
Genesis Scottish Open,round_matchups,draftkings,"Kim, Tom","Koepka, Brooks",round_matchups draftkings 24766 16243,1.88,0.5815,0.0916,2026-07-10 00:01:07.002115,1,TRUE,1.88,0.5815,2026-07-10 00:01:07.002115,TRUE,FALSE,2026-07-10 00:01:07.002115,-114
Genesis Scottish Open,3_balls,fanduel,"Neergaard-Petersen, Rasmus","Larrazabal, Pablo / Kitayama, Kurt","3_balls fanduel 23841 21891,9133",2.8,0.3654,0.0231,2026-07-10 08:07:43.747621,-2,FALSE,2.8,0.3654,2026-07-10 08:07:43.747621,TRUE,FALSE,2026-07-10 08:07:43.747621,+180
Genesis Scottish Open,round_matchups,draftkings,"Vilips, Karl","Willett, Danny",round_matchups draftkings 24304 12920,1.82,0.6055,0.1019,2026-07-10 21:56:57.55226,1,TRUE,1.82,0.6055,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,-122
Genesis Scottish Open,round_matchups,caesars,"Greyserman, Max","Rahm, Jon",round_matchups caesars 23465 19195,2.8,0.3774,0.0566,2026-07-10 21:56:57.55226,2,TRUE,2.8,0.3774,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+180
Genesis Scottish Open,round_matchups,fanduel,"Roy, Kevin","Reed, Patrick",round_matchups fanduel 18424 14838,2.62,0.4008,0.0522,2026-07-10 21:56:57.55226,2,TRUE,2.62,0.4008,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+162
Genesis Scottish Open,round_matchups,caesars,"Roy, Kevin","Reed, Patrick",round_matchups caesars 18424 14838,2.6,0.4008,0.0422,2026-07-10 21:56:57.55226,2,TRUE,2.6,0.4008,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+160
Genesis Scottish Open,round_matchups,draftkings,"Greyserman, Max","Rahm, Jon",round_matchups draftkings 23465 19195,2.72,0.3774,0.0264,2026-07-10 21:56:57.55226,2,TRUE,2.72,0.3774,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+172
Genesis Scottish Open,round_matchups,draftkings,"Fox, Ryan","Putnam, Andrew",round_matchups draftkings 11889 14704,1.71,0.5985,0.026,2026-07-10 21:56:57.55226,1,TRUE,1.71,0.5985,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,-141
Genesis Scottish Open,round_matchups,draftkings,"Del Rey, Alejandro","Brennan, Michael",round_matchups draftkings 22259 29197,2.15,0.4773,0.0262,2026-07-10 21:56:57.55226,-3,FALSE,2.15,0.4773,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+115
Genesis Scottish Open,round_matchups,caesars,"Neergaard-Petersen, Rasmus","Hatton, Tyrrell",round_matchups caesars 23841 14796,2.5,0.4098,0.0244,2026-07-10 21:56:57.55226,0,FALSE,2.5,0.4098,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+150
Genesis Scottish Open,round_matchups,fanduel,"Neergaard-Petersen, Rasmus","Hatton, Tyrrell",round_matchups fanduel 23841 14796,2.5,0.4098,0.0244,2026-07-10 21:56:57.55226,0,FALSE,2.5,0.4098,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+150
Genesis Scottish Open,round_matchups,fanduel,"Migliozzi, Guido","Gerard, Ryan",round_matchups fanduel 17357 29767,2.62,0.39,0.0238,2026-07-10 21:56:57.55226,-3,FALSE,2.62,0.39,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+162
Genesis Scottish Open,round_matchups,draftkings,"Hill, Calum","Thomas, Justin",round_matchups draftkings 25131 14139,2.54,0.4018,0.0205,2026-07-10 21:56:57.55226,-3,FALSE,2.54,0.4018,2026-07-10 21:56:57.55226,TRUE,FALSE,2026-07-10 21:56:57.55226,+154
Genesis Scottish Open,round_matchups,draftkings,"Fox, Ryan","Reed, Patrick",round_matchups draftkings 11889 14838,2.08,0.53,0.1024,2026-07-10 22:58:33.74794,3,TRUE,2.08,0.53,2026-07-10 22:58:33.74794,TRUE,FALSE,2026-07-10 22:58:33.74794,+108
Genesis Scottish Open,round_matchups,betmgm,"Greyserman, Max","Rahm, Jon",round_matchups betmgm 23465 19195,2.75,0.3774,0.0377,2026-07-10 22:58:33.74794,2,TRUE,2.75,0.3774,2026-07-10 22:58:33.74794,TRUE,FALSE,2026-07-10 22:58:33.74794,+175
Genesis Scottish Open,round_matchups,betmgm,"Del Rey, Alejandro","Brennan, Michael",round_matchups betmgm 22259 29197,2.15,0.4773,0.0262,2026-07-10 22:58:33.74794,-3,FALSE,2.15,0.4773,2026-07-10 22:58:33.74794,TRUE,FALSE,2026-07-10 22:58:33.74794,+115
Genesis Scottish Open,round_matchups,betmgm,"Vilips, Karl","Willett, Danny",round_matchups betmgm 24304 12920,1.83,0.6055,0.1081,2026-07-11 00:00:24.228011,1,TRUE,1.83,0.6055,2026-07-11 00:00:24.228011,TRUE,FALSE,2026-07-11 00:00:24.228011,-120
Genesis Scottish Open,round_matchups,betmgm,"Fox, Ryan","Putnam, Andrew",round_matchups betmgm 11889 14704,1.72,0.5985,0.0294,2026-07-11 00:00:24.228011,1,TRUE,1.72,0.5985,2026-07-11 00:00:24.228011,TRUE,FALSE,2026-07-11 00:00:24.228011,-139
Genesis Scottish Open,round_matchups,draftkings,"MacIntyre, Robert","Luiten, Joost",round_matchups draftkings 23323 10158,1.4,0.7322,0.025,2026-07-11 00:00:24.228011,4,TRUE,1.4,0.7322,2026-07-11 00:00:24.228011,TRUE,FALSE,2026-07-11 00:00:24.228011,-250
Genesis Scottish Open,round_matchups,betmgm,"Hojgaard, Nicolai","Thorbjornsen, Michael",round_matchups betmgm 23602 26649,1.72,0.5943,0.0221,2026-07-11 00:00:24.228011,2,TRUE,1.72,0.5943,2026-07-11 00:00:24.228011,TRUE,FALSE,2026-07-11 00:00:24.228011,-139
Genesis Scottish Open,round_matchups,betmgm,"Cole, Eric","Harman, Brian",round_matchups betmgm 21756 8825,1.9,0.5501,0.0453,2026-07-11 08:05:01.497748,1,TRUE,1.9,0.5501,2026-07-11 08:05:01.497748,TRUE,FALSE,2026-07-11 08:05:01.497748,-111
Genesis Scottish Open,round_matchups,betmgm,"Roy, Kevin","Reed, Patrick",round_matchups betmgm 18424 14838,2.55,0.4008,0.0222,2026-07-11 08:05:01.497748,2,TRUE,2.55,0.4008,2026-07-11 08:05:01.497748,TRUE,FALSE,2026-07-11 08:05:01.497748,+155
Genesis Scottish Open,round_matchups,betmgm,"Saddier, Adrien","Norris, Shaun",round_matchups betmgm 14792 7677,1.8,0.5675,0.0214,2026-07-11 08:05:01.497748,1,TRUE,1.8,0.5675,2026-07-11 08:05:01.497748,TRUE,FALSE,2026-07-11 08:05:01.497748,-125
Genesis Scottish Open,round_matchups,betmgm,"Neergaard-Petersen, Rasmus","Hatton, Tyrrell",round_matchups betmgm 23841 14796,2.5,0.4098,0.0244,2026-07-11 08:05:01.497748,0,FALSE,2.5,0.4098,2026-07-11 08:05:01.497748,TRUE,FALSE,2026-07-11 08:05:01.497748,+150
The Open Championship,3_balls,fanduel,"Harrington, Padraig","Hollick, Michael / Penge, Marco","3_balls fanduel 5716 15993,22465",3.3,0.3269,0.0788,2026-07-13 18:11:33.272483,2,TRUE,3.3,0.3269,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+230
The Open Championship,3_balls,fanduel,"Kim, Tom","Horschel, Billy / Howell, Mason","3_balls fanduel 24766 11276,33759",1.91,0.5644,0.0774,2026-07-13 18:11:33.272483,1,TRUE,1.91,0.5644,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-110
The Open Championship,3_balls,bet365,"Cauley, Bud","Herbert, Lucas / Schaper, Jayden","3_balls bet365 14502 17064,26991",2.75,0.3885,0.0684,2026-07-13 18:11:33.272483,2,TRUE,2.75,0.3885,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+175
The Open Championship,3_balls,bet365,"Mitchell, Keith","Smith, Cameron / Grehan, Stuart","3_balls bet365 17365 15856,22633",2.4,0.4396,0.0549,2026-07-13 18:11:33.272483,3,TRUE,2.4,0.4396,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+140
The Open Championship,3_balls,fanduel,"Bridgeman, Jacob","Neergaard-Petersen, Rasmus / Wiedemeyer, Tim","3_balls fanduel 29433 23841,29973",2.45,0.4242,0.0393,2026-07-13 18:11:33.272483,3,TRUE,2.45,0.4242,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+145
The Open Championship,tournament_matchups,betmgm,"Scheffler, Scottie","McIlroy, Rory",tournament_matchups betmgm 18417 10091,1.8,0.5758,0.0364,2026-07-13 18:11:33.272483,1,TRUE,1.8,0.5758,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-125
The Open Championship,3_balls,fanduel,"Cole, Eric","Parry, John / Christensen, Tiger","3_balls fanduel 21756 13764,31123",2.35,0.4398,0.0336,2026-07-13 18:11:33.272483,1,TRUE,2.35,0.4398,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+135
The Open Championship,tournament_matchups,betmgm,"Hovland, Viktor","Hatton, Tyrrell",tournament_matchups betmgm 18841 14796,1.85,0.5562,0.029,2026-07-13 18:11:33.272483,2,TRUE,1.85,0.5562,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-118
The Open Championship,3_balls,bet365,"Pulcini, Mateo","Perez, Victor / Ayora, Angel","3_balls bet365 35013 20730,30445",9.5,0.1081,0.0274,2026-07-13 18:11:33.272483,1,TRUE,9.5,0.1081,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+850
The Open Championship,tournament_matchups,fanduel,"Reitan, Kristoffer","Smith, Cameron",tournament_matchups fanduel 21407 15856,1.83,0.5566,0.0204,2026-07-13 18:11:33.272483,2,TRUE,1.83,0.5566,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-120
The Open Championship,3_balls,bet365,"Duval, David","Southgate, Matthew / Couvra, Martin","3_balls bet365 4761 15191,27811",8.5,0.1699,0.4443,2026-07-13 18:11:33.272483,0,FALSE,8.5,0.1699,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+750
The Open Championship,3_balls,bet365,"Wiedemeyer, Tim","Neergaard-Petersen, Rasmus / Bridgeman, Jacob","3_balls bet365 29973 23841,29433",6,0.2041,0.2249,2026-07-13 18:11:33.272483,-2.5,FALSE,6,0.2041,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+500
The Open Championship,3_balls,bet365,"Clarke, Darren","Wiesberger, Bernd / Saddier, Adrien","3_balls bet365 3523 14792,9531",5,0.232,0.1602,2026-07-13 18:11:33.272483,-1,FALSE,5,0.232,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+400
The Open Championship,3_balls,fanduel,"Bairstow, Sam","Truslow, Austen / John, Cameron","3_balls fanduel 28615 18239,19390",2.75,0.4111,0.1306,2026-07-13 18:11:33.272483,0,FALSE,2.75,0.4111,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+175
The Open Championship,3_balls,bet365,"Ruiter, Nevill","Yang, Jiho / Higa, Kazuki","3_balls bet365 33707 14419,15756",4.33,0.2608,0.1291,2026-07-13 18:11:33.272483,0,FALSE,4.33,0.2608,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+333
The Open Championship,3_balls,bet365,"Yonezawa, Ren","Rozner, Antoine / Surratt, Caleb","3_balls bet365 25739 18770,30463",3.6,0.3122,0.1238,2026-07-13 18:11:33.272483,-1,FALSE,3.6,0.3122,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+260
The Open Championship,3_balls,bet365,"Detry, Thomas","Baldwin, Matthew / Nicholas, James","3_balls bet365 14181 13344,27598",2.25,0.4919,0.1067,2026-07-13 18:11:33.272483,-1,FALSE,2.25,0.4919,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+125
The Open Championship,3_balls,fanduel,"Detry, Thomas","Baldwin, Matthew / Nicholas, James","3_balls fanduel 14181 13344,27598",2.25,0.4919,0.1067,2026-07-13 18:11:33.272483,-1,FALSE,2.25,0.4919,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+125
The Open Championship,3_balls,bet365,"English, Harris","Hojgaard, Rasmus / Bhatia, Akshay","3_balls bet365 14577 23838,26096",2.7,0.405,0.0934,2026-07-13 18:11:33.272483,0,FALSE,2.7,0.405,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+170
The Open Championship,tournament_matchups,fanduel,"Reed, Patrick","DeChambeau, Bryson",tournament_matchups fanduel 14838 19841,1.9,0.5669,0.0771,2026-07-13 18:11:33.272483,0,FALSE,1.9,0.5669,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-111
The Open Championship,tournament_matchups,bet365,"Lee, Min Woo","Spieth, Jordan",tournament_matchups bet365 16841 14636,1.9,0.5645,0.0726,2026-07-13 18:11:33.272483,-1,FALSE,1.9,0.5645,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-111
The Open Championship,3_balls,fanduel,"Docherty, Alistair","Uihlein, Peter / Laporta, Francesco","3_balls fanduel 24962 11357,14987",3.2,0.3349,0.0717,2026-07-13 18:11:33.272483,-1,FALSE,3.2,0.3349,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+220
The Open Championship,tournament_matchups,betmgm,"MacIntyre, Robert","Rose, Justin",tournament_matchups betmgm 23323 6093,1.9,0.5635,0.0707,2026-07-13 18:11:33.272483,0,FALSE,1.9,0.5635,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-111
The Open Championship,3_balls,bet365,"John, Cameron","Truslow, Austen / Bairstow, Sam","3_balls bet365 19390 18239,28615",4.33,0.246,0.0651,2026-07-13 18:11:33.272483,0,FALSE,4.33,0.246,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+333
The Open Championship,3_balls,bet365,"Stenson, Henrik","Dean, Joe / Homa, Max","3_balls bet365 5994 16497,17538",3.8,0.2775,0.0546,2026-07-13 18:11:33.272483,-2,FALSE,3.8,0.2775,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+280
The Open Championship,3_balls,fanduel,"English, Harris","Hojgaard, Rasmus / Bhatia, Akshay","3_balls fanduel 14577 23838,26096",2.6,0.405,0.0529,2026-07-13 18:11:33.272483,0,FALSE,2.6,0.405,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+160
The Open Championship,3_balls,bet365,"Scott, Adam","Burns, Sam / Gotterup, Chris","3_balls bet365 6430 19483,27774",3.5,0.3,0.0501,2026-07-13 18:11:33.272483,-1,FALSE,3.5,0.3,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+250
The Open Championship,3_balls,bet365,"Cink, Stewart","Vincent, Scott / Lagergren, Joakim","3_balls bet365 5665 14559,14780",2.7,0.3886,0.0491,2026-07-13 18:11:33.272483,0,FALSE,2.7,0.3886,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+170
The Open Championship,3_balls,fanduel,"Rai, Aaron","Lowry, Shane / Koepka, Brooks","3_balls fanduel 18554 13900,16243",2.9,0.3597,0.0432,2026-07-13 18:11:33.272483,0.5,FALSE,2.9,0.3597,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+190
The Open Championship,tournament_matchups,fanduel,"McNealy, Maverick","Koepka, Brooks",tournament_matchups fanduel 18634 16243,1.9,0.5479,0.041,2026-07-13 18:11:33.272483,0,FALSE,1.9,0.5479,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-111
The Open Championship,3_balls,bet365,"Gerard, Ryan","McNealy, Maverick / Puig, David","3_balls bet365 29767 18634,28984",2.87,0.3626,0.0406,2026-07-13 18:11:33.272483,0.5,FALSE,2.87,0.3626,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+187
The Open Championship,3_balls,bet365,"Smyth, Trav","Thorbjornsen, Michael / Kaneko, Kota","3_balls bet365 19232 26649,28268",4.5,0.2311,0.0398,2026-07-13 18:11:33.272483,-2,FALSE,4.5,0.2311,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+350
The Open Championship,3_balls,fanduel,"McKibbin, Tom","Molinari, Francesco / Grinberg, Lev","3_balls fanduel 22322 29461,7655",2.25,0.4616,0.0387,2026-07-13 18:11:33.272483,0,FALSE,2.25,0.4616,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+125
The Open Championship,3_balls,fanduel,"Rozner, Antoine","Yonezawa, Ren / Surratt, Caleb","3_balls fanduel 18770 25739,30463",2.6,0.3967,0.0314,2026-07-13 18:11:33.272483,-1,FALSE,2.6,0.3967,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+160
The Open Championship,tournament_matchups,bet365,"Rahm, Jon","Gotterup, Chris",tournament_matchups bet365 19195 27774,1.83,0.563,0.0304,2026-07-13 18:11:33.272483,-2,FALSE,1.83,0.563,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-120
The Open Championship,3_balls,fanduel,"Cink, Stewart","Vincent, Scott / Lagergren, Joakim","3_balls fanduel 5665 14559,14780",2.65,0.3886,0.0297,2026-07-13 18:11:33.272483,0,FALSE,2.65,0.3886,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+165
The Open Championship,3_balls,bet365,"Hovland, Viktor","Rose, Justin / Henley, Russell","3_balls bet365 18841 14578,6093",2.75,0.3737,0.0276,2026-07-13 18:11:33.272483,0.5,FALSE,2.75,0.3737,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+175
The Open Championship,3_balls,bet365,"Bradley, Keegan","Conners, Corey / Jarvis, Casey","3_balls bet365 13872 17576,26947",2.87,0.358,0.0275,2026-07-13 18:11:33.272483,0,FALSE,2.87,0.358,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+187
The Open Championship,3_balls,bet365,"Lowry, Shane","Koepka, Brooks / Rai, Aaron","3_balls bet365 13900 16243,18554",2.7,0.3795,0.0247,2026-07-13 18:11:33.272483,0.5,FALSE,2.7,0.3795,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+170
The Open Championship,tournament_matchups,caesars,"Hovland, Viktor","Rose, Justin",tournament_matchups caesars 18841 6093,1.8,0.5678,0.0221,2026-07-13 18:11:33.272483,0,FALSE,1.8,0.5678,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-125
The Open Championship,tournament_matchups,fanduel,"Hovland, Viktor","Rose, Justin",tournament_matchups fanduel 18841 6093,1.8,0.5678,0.0221,2026-07-13 18:11:33.272483,0,FALSE,1.8,0.5678,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,-125
The Open Championship,3_balls,bet365,"Howell, Mason","Horschel, Billy / Kim, Tom","3_balls bet365 33759 11276,24766",8.5,0.1202,0.0216,2026-07-13 18:11:33.272483,-0.5,FALSE,8.5,0.1202,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+750
The Open Championship,3_balls,fanduel,"Scott, Adam","Burns, Sam / Gotterup, Chris","3_balls fanduel 6430 19483,27774",3.4,0.3,0.0201,2026-07-13 18:11:33.272483,-1,FALSE,3.4,0.3,2026-07-13 18:11:33.272483,TRUE,FALSE,2026-07-13 18:11:33.272483,+240
The Open Championship,round_matchups,bet365,"Scheffler, Scottie","McIlroy, Rory",round_matchups bet365 18417 10091,1.9,0.5861,0.1137,2026-07-13 20:53:41.74828,1,TRUE,1.9,0.5861,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-111
The Open Championship,round_matchups,bet365,"Harman, Brian","Smith, Cameron",round_matchups bet365 8825 15856,1.9,0.5796,0.1013,2026-07-13 20:53:41.74828,1,TRUE,1.9,0.5796,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-111
The Open Championship,tournament_matchups,bet365,"Scheffler, Scottie","McIlroy, Rory",tournament_matchups bet365 18417 10091,1.95,0.5519,0.0762,2026-07-13 20:53:41.74828,1,TRUE,1.95,0.5519,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-105
The Open Championship,tournament_matchups,fanduel,"MacIntyre, Robert","Young, Cameron",tournament_matchups fanduel 23323 26651,1.9,0.5613,0.0664,2026-07-13 20:53:41.74828,1,TRUE,1.9,0.5613,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-111
The Open Championship,round_matchups,bet365,"Fitzpatrick, Matt","McIlroy, Rory",round_matchups bet365 17646 10091,2.1,0.505,0.0606,2026-07-13 20:53:41.74828,2,TRUE,2.1,0.505,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,+110
The Open Championship,tournament_matchups,draftkings,"Fitzpatrick, Matt","McIlroy, Rory",tournament_matchups draftkings 17646 10091,2.04,0.5118,0.0442,2026-07-13 20:53:41.74828,2,TRUE,2.04,0.5118,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,+104
The Open Championship,tournament_matchups,draftkings,"Fleetwood, Tommy","Scheffler, Scottie",tournament_matchups draftkings 12294 18417,2.38,0.437,0.0401,2026-07-13 20:53:41.74828,1,TRUE,2.38,0.437,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,+138
The Open Championship,tournament_matchups,caesars,"MacIntyre, Robert","Young, Cameron",tournament_matchups caesars 23323 26651,1.83,0.5613,0.029,2026-07-13 20:53:41.74828,1,TRUE,1.83,0.5613,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-120
The Open Championship,tournament_matchups,draftkings,"Hovland, Viktor","Rahm, Jon",tournament_matchups draftkings 18841 19195,2.1,0.4862,0.0211,2026-07-13 20:53:41.74828,2,TRUE,2.1,0.4862,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,+110
The Open Championship,3_balls,bet365,"Buchanan, Jack","Svensson, Jesper / Potgieter, Aldrich","3_balls bet365 31844 26850,27900",6,0.1912,0.1471,2026-07-13 20:53:41.74828,-1.5,FALSE,6,0.1912,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,+500
The Open Championship,round_matchups,bet365,"Fitzpatrick, Alex","Spieth, Jordan",round_matchups bet365 25362 14636,1.9,0.5681,0.0794,2026-07-13 20:53:41.74828,0,FALSE,1.9,0.5681,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-111
The Open Championship,tournament_matchups,caesars,"Aberg, Ludvig","Clark, Wyndham",tournament_matchups caesars 23950 23604,1.95,0.5298,0.0343,2026-07-13 20:53:41.74828,-1,FALSE,1.95,0.5298,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-105
The Open Championship,tournament_matchups,draftkings,"Reed, Patrick","Koepka, Brooks",tournament_matchups draftkings 14838 16243,1.7,0.6059,0.0326,2026-07-13 20:53:41.74828,-1,FALSE,1.7,0.6059,2026-07-13 20:53:41.74828,TRUE,FALSE,2026-07-13 20:53:41.74828,-143
The Open Championship,tournament_matchups,fanduel,"Thomas, Justin","Spieth, Jordan",tournament_matchups fanduel 14139 14636,1.8,0.5815,0.0466,2026-07-14 01:59:35.113716,0,FALSE,1.8,0.5815,2026-07-14 01:59:35.113716,TRUE,FALSE,2026-07-14 01:59:35.113716,-125
The Open Championship,round_matchups,bet365,"Perez, Victor","Ayora, Angel",round_matchups bet365 20730 30445,1.9,0.5613,0.0665,2026-07-14 07:08:47.558665,0,FALSE,1.9,0.5613,2026-07-14 07:08:47.558665,TRUE,FALSE,2026-07-14 07:08:47.558665,-111
The Open Championship,tournament_matchups,fanduel,"Rai, Aaron","Hojgaard, Nicolai",tournament_matchups fanduel 18554 23602,1.8,0.5714,0.0286,2026-07-14 07:08:47.558665,0,FALSE,1.8,0.5714,2026-07-14 07:08:47.558665,TRUE,FALSE,2026-07-14 07:08:47.558665,-125
The Open Championship,tournament_matchups,bet365,"English, Harris","Reitan, Kristoffer",tournament_matchups bet365 14577 21407,1.9,0.5406,0.0271,2026-07-14 07:08:47.558665,-1,FALSE,1.9,0.5406,2026-07-14 07:08:47.558665,TRUE,FALSE,2026-07-14 07:08:47.558665,-111
The Open Championship,round_matchups,bet365,"Smith, Jordan","Knapp, Jake",round_matchups bet365 18586 19396,1.9,0.5369,0.0202,2026-07-14 07:08:47.558665,-1,FALSE,1.9,0.5369,2026-07-14 07:08:47.558665,TRUE,FALSE,2026-07-14 07:08:47.558665,-111
The Open Championship,round_matchups,bet365,"MacIntyre, Robert","Rose, Justin",round_matchups bet365 23323 6093,1.9,0.5408,0.0275,2026-07-14 14:16:48.194814,1,TRUE,1.9,0.5408,2026-07-14 14:16:48.194814,TRUE,FALSE,2026-07-14 14:16:48.194814,-111
The Open Championship,tournament_matchups,caesars,"Burns, Sam","Hatton, Tyrrell",tournament_matchups caesars 19483 14796,2.15,0.4751,0.0215,2026-07-14 14:16:48.194814,1,TRUE,2.15,0.4751,2026-07-14 14:16:48.194814,TRUE,FALSE,2026-07-14 14:16:48.194814,+115
