event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
John Deere Classic,3_balls,bet365,"Kim, Chan","Dunlap, Nick / Brennan, Michael","3_balls bet365 15004 28270,29197",3.1,0.3444,0.0675,2026-07-05 03:25:13.805979,3.1,0.3444,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+210
John Deere Classic,3_balls,draftkings,"Merritt, Troy","Gotterup, Chris / Mouw, William","3_balls draftkings 13367 27774,29770",5.35,0.1974,0.056,2026-07-05 03:25:13.805979,5.35,0.1974,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+435
John Deere Classic,3_balls,draftkings,"Griffin, Lanto","Mitchell, Keith / Wallace, Matt","3_balls draftkings 15330 17365,20706",4.3,0.2441,0.0498,2026-07-05 03:25:13.805979,4.3,0.2441,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+330
John Deere Classic,round_matchups,bet365,"Kohles, Ben","Glover, Lucas",round_matchups bet365 16395 7399,1.74,0.601,0.0457,2026-07-05 03:25:13.805979,1.74,0.601,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,-135
John Deere Classic,3_balls,fanduel,"Dahmen, Joel","Riley, Davis / Poston, J.T.","3_balls fanduel 14509 19872,21554",3.5,0.2979,0.0425,2026-07-05 03:25:13.805979,3.5,0.2979,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+250
John Deere Classic,3_balls,bet365,"Malnati, Peter","Finau, Tony / Springer, Hayden","3_balls bet365 14926 11676,21995",4,0.2602,0.0407,2026-07-05 03:25:13.805979,4,0.2602,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+300
John Deere Classic,3_balls,betmgm,"Malnati, Peter","Finau, Tony / Springer, Hayden","3_balls betmgm 14926 11676,21995",4,0.2602,0.0407,2026-07-05 03:25:13.805979,4,0.2602,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+300
John Deere Classic,3_balls,draftkings,"Malnati, Peter","Finau, Tony / Springer, Hayden","3_balls draftkings 14926 11676,21995",4,0.2602,0.0407,2026-07-05 03:25:13.805979,4,0.2602,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+300
John Deere Classic,3_balls,bet365,"Kohles, Ben","Glover, Lucas / Hodges, Lee","3_balls bet365 16395 25157,7399",2.4,0.4301,0.0322,2026-07-05 03:25:13.805979,2.4,0.4301,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+140
John Deere Classic,3_balls,betmgm,"Ewart, A.J.","Hughes, Mackenzie / Sargent, Gordon","3_balls betmgm 21883 15556,30814",2.5,0.4129,0.0322,2026-07-05 03:25:13.805979,2.5,0.4129,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+150
John Deere Classic,3_balls,draftkings,"Ewart, A.J.","Hughes, Mackenzie / Sargent, Gordon","3_balls draftkings 21883 15556,30814",2.5,0.4129,0.0322,2026-07-05 03:25:13.805979,2.5,0.4129,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+150
John Deere Classic,3_balls,draftkings,"Thompson, Davis","Yu, Kevin / Bezuidenhout, Christiaan","3_balls draftkings 27364 17881,18103",2.72,0.3777,0.0272,2026-07-05 03:25:13.805979,2.72,0.3777,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+172
John Deere Classic,3_balls,betmgm,"Merritt, Troy","Gotterup, Chris / Mouw, William","3_balls betmgm 13367 27774,29770",5.2,0.1974,0.0264,2026-07-05 03:25:13.805979,5.2,0.1974,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+420
John Deere Classic,round_matchups,bet365,"Suber, Jackson","Hodges, Lee",round_matchups bet365 29279 25157,1.74,0.5893,0.0254,2026-07-05 03:25:13.805979,1.74,0.5893,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,-135
John Deere Classic,3_balls,betmgm,"Griffin, Lanto","Mitchell, Keith / Wallace, Matt","3_balls betmgm 15330 17365,20706",4.2,0.2441,0.0254,2026-07-05 03:25:13.805979,4.2,0.2441,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+320
John Deere Classic,round_matchups,bet365,"Jaeger, Stephan","Van Rooyen, Erik",round_matchups bet365 16394 17550,1.86,0.551,0.0248,2026-07-05 03:25:13.805979,1.86,0.551,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,-116
John Deere Classic,3_balls,fanduel,"Higgs, Harry","Kim, Tom / Griffin, Ben","3_balls fanduel 14140 24766,24968",5.5,0.1856,0.021,2026-07-05 03:25:13.805979,5.5,0.1856,2026-07-05 03:25:13.805979,TRUE,FALSE,2026-07-05 03:25:13.805979,+450
Genesis Scottish Open,tournament_matchups,caesars,"Cauley, Bud","Reed, Patrick",tournament_matchups caesars 14502 14838,1.95,0.5449,0.0638,2026-07-06 22:01:52.956729,1.95,0.5449,2026-07-06 22:01:52.956729,TRUE,FALSE,2026-07-06 22:01:52.956729,-105
Genesis Scottish Open,tournament_matchups,caesars,"Fleetwood, Tommy","Schauffele, Xander",tournament_matchups caesars 12294 19895,2.1,0.5029,0.056,2026-07-06 22:01:52.956729,2.1,0.5029,2026-07-06 22:01:52.956729,TRUE,FALSE,2026-07-06 22:01:52.956729,+110
Genesis Scottish Open,tournament_matchups,caesars,"McIlroy, Rory","Scheffler, Scottie",tournament_matchups caesars 10091 18417,2.4,0.4295,0.0308,2026-07-06 22:01:52.956729,2.4,0.4295,2026-07-06 22:01:52.956729,TRUE,FALSE,2026-07-06 22:01:52.956729,+140
Genesis Scottish Open,tournament_matchups,bet365,"Lee, Min Woo","Rai, Aaron",tournament_matchups bet365 16841 18554,1.9,0.5406,0.0272,2026-07-06 22:01:52.956729,1.9,0.5406,2026-07-06 22:01:52.956729,TRUE,FALSE,2026-07-06 22:01:52.956729,-111
Genesis Scottish Open,3_balls,fanduel,"Von Dellingshausen, Nicolai","Yu, Kevin / Cole, Eric","3_balls fanduel 22231 17881,21756",4.6,0.2334,0.0736,2026-07-07 15:18:52.438625,4.6,0.2334,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+360
Genesis Scottish Open,3_balls,fanduel,"Wu, Ashun","Armitage, Marcus / Moore, Taylor","3_balls fanduel 11763 17813,21944",4.6,0.233,0.0717,2026-07-07 15:18:52.438625,4.6,0.233,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+360
Genesis Scottish Open,3_balls,fanduel,"Parry, John","Sterne, Richard / Puig, David","3_balls fanduel 13764 28984,7049",3,0.3492,0.0475,2026-07-07 15:18:52.438625,3,0.3492,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+200
Genesis Scottish Open,3_balls,fanduel,"Couvra, Martin","Luiten, Joost / McGreevy, Max","3_balls fanduel 27811 10158,23505",2.9,0.359,0.0411,2026-07-07 15:18:52.438625,2.9,0.359,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+190
Genesis Scottish Open,3_balls,fanduel,"Kim, Michael","Campbell, Brian / Hidalgo Portillo, Angel","3_balls fanduel 17543 18628,24127",2.05,0.5068,0.0389,2026-07-07 15:18:52.438625,2.05,0.5068,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+105
Genesis Scottish Open,3_balls,fanduel,"Ayora, Angel","Molinari, Francesco / Snedeker, Brandt","3_balls fanduel 30445 7655,8820",2.15,0.4832,0.0389,2026-07-07 15:18:52.438625,2.15,0.4832,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+115
Genesis Scottish Open,3_balls,fanduel,"Hillier, Daniel","Hoffman, Charley / Lawrence, Thriston","3_balls fanduel 21362 18105,5768",2.05,0.5066,0.0386,2026-07-07 15:18:52.438625,2.05,0.5066,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+105
Genesis Scottish Open,3_balls,fanduel,"Lee, Min Woo","Koepka, Brooks / Forrest, Grant","3_balls fanduel 16841 16243,16475",2.35,0.4417,0.0379,2026-07-07 15:18:52.438625,2.35,0.4417,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+135
Genesis Scottish Open,3_balls,fanduel,"Kim, Si Woo","Straka, Sepp / Schaper, Jayden","3_balls fanduel 14609 17511,26991",2.35,0.4407,0.0357,2026-07-07 15:18:52.438625,2.35,0.4407,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+135
Genesis Scottish Open,3_balls,fanduel,"Hill, Calum","Harman, Brian / Gerard, Ryan","3_balls fanduel 25131 29767,8825",3.2,0.3217,0.0294,2026-07-07 15:18:52.438625,3.2,0.3217,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+220
Genesis Scottish Open,round_matchups,draftkings,"Fitzpatrick, Alex","Reed, Patrick",round_matchups draftkings 25362 14838,1.76,0.5845,0.0273,2026-07-07 15:18:52.438625,1.76,0.5845,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,-132
Genesis Scottish Open,tournament_matchups,draftkings,"Penge, Marco","Koepka, Brooks",tournament_matchups draftkings 22465 16243,1.85,0.5552,0.0257,2026-07-07 15:18:52.438625,1.85,0.5552,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,-118
Genesis Scottish Open,3_balls,fanduel,"Ghim, Doug","Davis, Cam / Veerman, Johannes","3_balls fanduel 24550 17786,20522",1.91,0.5373,0.0257,2026-07-07 15:18:52.438625,1.91,0.5373,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,-110
Genesis Scottish Open,tournament_matchups,betmgm,"Fitzpatrick, Alex","Lowry, Shane",tournament_matchups betmgm 25362 13900,1.9,0.5394,0.0249,2026-07-07 15:18:52.438625,1.9,0.5394,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,-111
Genesis Scottish Open,tournament_matchups,draftkings,"Puig, David","Reed, Patrick",tournament_matchups draftkings 28984 14838,1.89,0.5405,0.023,2026-07-07 15:18:52.438625,1.89,0.5405,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,-112
Genesis Scottish Open,3_balls,fanduel,"Fleetwood, Tommy","Fitzpatrick, Matt / Scheffler, Scottie","3_balls fanduel 12294 17646,18417",3.4,0.3002,0.0207,2026-07-07 15:18:52.438625,3.4,0.3002,2026-07-07 15:18:52.438625,TRUE,FALSE,2026-07-07 15:18:52.438625,+240
Genesis Scottish Open,3_balls,fanduel,"Aberg, Ludvig","Thomas, Justin / Reed, Patrick","3_balls fanduel 23950 14139,14838",2.45,0.4258,0.0433,2026-07-07 19:24:54.456679,2.45,0.4258,2026-07-07 19:24:54.456679,TRUE,FALSE,2026-07-07 19:24:54.456679,+145
Genesis Scottish Open,3_balls,fanduel,"Fitzpatrick, Alex","Rahm, Jon / Hojgaard, Rasmus","3_balls fanduel 25362 19195,23838",3,0.3415,0.0245,2026-07-07 19:24:54.456679,3,0.3415,2026-07-07 19:24:54.456679,TRUE,FALSE,2026-07-07 19:24:54.456679,+200
Genesis Scottish Open,3_balls,draftkings,"Fitzpatrick, Alex","Rahm, Jon / Hojgaard, Rasmus","3_balls draftkings 25362 19195,23838",3,0.3415,0.0245,2026-07-07 19:24:54.456679,3,0.3415,2026-07-07 19:24:54.456679,TRUE,FALSE,2026-07-07 19:24:54.456679,+200
Genesis Scottish Open,tournament_matchups,caesars,"Kim, Tom","Penge, Marco",tournament_matchups caesars 24766 22465,1.95,0.5229,0.0209,2026-07-07 19:24:54.456679,1.95,0.5229,2026-07-07 19:24:54.456679,TRUE,FALSE,2026-07-07 19:24:54.456679,-105
Genesis Scottish Open,tournament_matchups,caesars,"Schauffele, Xander","Fleetwood, Tommy",tournament_matchups caesars 19895 12294,2.15,0.4798,0.0315,2026-07-07 22:33:10.401652,2.15,0.4798,2026-07-07 22:33:10.401652,TRUE,FALSE,2026-07-07 22:33:10.401652,+115
Genesis Scottish Open,tournament_matchups,fanduel,"Cauley, Bud","Reed, Patrick",tournament_matchups fanduel 14502 14838,2,0.5371,0.0742,2026-07-08 09:39:32.83247,2,0.5371,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,+100
Genesis Scottish Open,tournament_matchups,fanduel,"Scott, Adam","Koepka, Brooks",tournament_matchups fanduel 6430 16243,1.83,0.5853,0.073,2026-07-08 09:39:32.83247,1.83,0.5853,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,-120
Genesis Scottish Open,tournament_matchups,fanduel,"Kim, Tom","Penge, Marco",tournament_matchups fanduel 24766 22465,2,0.5229,0.0458,2026-07-08 09:39:32.83247,2,0.5229,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,+100
Genesis Scottish Open,3_balls,caesars,"Hillier, Daniel","Hoffman, Charley / Lawrence, Thriston","3_balls caesars 21362 18105,5768",2.05,0.5059,0.0371,2026-07-08 09:39:32.83247,2.05,0.5059,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,+105
Genesis Scottish Open,tournament_matchups,fanduel,"Ghim, Doug","Cole, Eric",tournament_matchups fanduel 24550 21756,2,0.511,0.022,2026-07-08 09:39:32.83247,2,0.511,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,+100
Genesis Scottish Open,round_matchups,fanduel,"Wallace, Matt","Wiesberger, Bernd",round_matchups fanduel 20706 9531,1.73,0.5911,0.021,2026-07-08 09:39:32.83247,1.73,0.5911,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,-137
Genesis Scottish Open,tournament_matchups,fanduel,"Chacarra, Eugenio","Thorbjornsen, Michael",tournament_matchups fanduel 26745 26649,1.83,0.5567,0.0207,2026-07-08 09:39:32.83247,1.83,0.5567,2026-07-08 09:39:32.83247,TRUE,FALSE,2026-07-08 09:39:32.83247,-120
Genesis Scottish Open,3_balls,draftkings,"Hillier, Daniel","Hoffman, Charley / Lawrence, Thriston","3_balls draftkings 21362 18105,5768",2.02,0.5059,0.022,2026-07-08 18:49:59.271464,-1,FALSE,2.02,0.5059,2026-07-08 18:49:59.271464,TRUE,FALSE,2026-07-08 18:49:59.271464,+102
Genesis Scottish Open,3_balls,draftkings,"Aberg, Ludvig","Thomas, Justin / Reed, Patrick","3_balls draftkings 23950 14139,14838",2.4,0.4437,0.065,2026-07-09 19:37:02.541176,1,TRUE,2.4,0.4437,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+140
Genesis Scottish Open,3_balls,fanduel,"Stevens, Sam","McKibbin, Tom / Schott, Freddy","3_balls fanduel 25569 22322,27588",2.65,0.4015,0.064,2026-07-09 19:37:02.541176,3,TRUE,2.65,0.4015,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+165
Genesis Scottish Open,3_balls,fanduel,"Brennan, Michael","Kirk, Chris / Otaegui, Adrian","3_balls fanduel 29197 12423,14975",2.1,0.5055,0.0615,2026-07-09 19:37:02.541176,1,TRUE,2.1,0.5055,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+110
Genesis Scottish Open,3_balls,fanduel,"Im, Sungjae","Horschel, Billy / Syme, Connor","3_balls fanduel 17488 11276,22089",2.25,0.4708,0.0593,2026-07-09 19:37:02.541176,1,TRUE,2.25,0.4708,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+125
Genesis Scottish Open,3_balls,fanduel,"Meissner, Mac","LaCroix, Frederic / Johnston, Ryggs","3_balls fanduel 28159 23733,32449",2.05,0.5159,0.0576,2026-07-09 19:37:02.541176,4,TRUE,2.05,0.5159,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+105
Genesis Scottish Open,round_matchups,bet365,"English, Harris","Reed, Patrick",round_matchups bet365 14577 14838,1.9,0.5557,0.0559,2026-07-09 19:37:02.541176,2,TRUE,1.9,0.5557,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,-111
Genesis Scottish Open,3_balls,fanduel,"Echavarria, Nico","Manassero, Matteo / Kim, Baekjun","3_balls fanduel 22833 11460,27759",2.1,0.4992,0.0484,2026-07-09 19:37:02.541176,3,TRUE,2.1,0.4992,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+110
Genesis Scottish Open,3_balls,draftkings,"Echavarria, Nico","Manassero, Matteo / Kim, Baekjun","3_balls draftkings 22833 11460,27759",2.1,0.4992,0.0484,2026-07-09 19:37:02.541176,3,TRUE,2.1,0.4992,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+110
Genesis Scottish Open,3_balls,caesars,"Stevens, Sam","McKibbin, Tom / Schott, Freddy","3_balls caesars 25569 22322,27588",2.6,0.4015,0.044,2026-07-09 19:37:02.541176,3,TRUE,2.6,0.4015,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+160
Genesis Scottish Open,3_balls,betmgm,"Aberg, Ludvig","Thomas, Justin / Reed, Patrick","3_balls betmgm 23950 14139,14838",2.35,0.4437,0.0428,2026-07-09 19:37:02.541176,1,TRUE,2.35,0.4437,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+135
Genesis Scottish Open,3_balls,draftkings,"Lee, Min Woo","Koepka, Brooks / Forrest, Grant","3_balls draftkings 16841 16243,16475",2.32,0.4477,0.0387,2026-07-09 19:37:02.541176,1,TRUE,2.32,0.4477,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+132
Genesis Scottish Open,3_balls,caesars,"Brennan, Michael","Kirk, Chris / Otaegui, Adrian","3_balls caesars 29197 12423,14975",2.05,0.5055,0.0363,2026-07-09 19:37:02.541176,1,TRUE,2.05,0.5055,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+105
Genesis Scottish Open,3_balls,caesars,"Im, Sungjae","Horschel, Billy / Syme, Connor","3_balls caesars 17488 11276,22089",2.2,0.4708,0.0358,2026-07-09 19:37:02.541176,1,TRUE,2.2,0.4708,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+120
Genesis Scottish Open,3_balls,caesars,"Meissner, Mac","LaCroix, Frederic / Johnston, Ryggs","3_balls caesars 28159 23733,32449",2,0.5159,0.0318,2026-07-09 19:37:02.541176,4,TRUE,2,0.5159,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+100
Genesis Scottish Open,3_balls,betmgm,"Wallace, Matt","Jamieson, Scott / Penge, Marco","3_balls betmgm 20706 11397,22465",2.5,0.4127,0.0316,2026-07-09 19:37:02.541176,2,TRUE,2.5,0.4127,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+150
Genesis Scottish Open,3_balls,draftkings,"Brennan, Michael","Kirk, Chris / Otaegui, Adrian","3_balls draftkings 29197 12423,14975",2.04,0.5055,0.0312,2026-07-09 19:37:02.541176,1,TRUE,2.04,0.5055,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+104
Genesis Scottish Open,3_balls,bet365,"Echavarria, Nico","Manassero, Matteo / Kim, Baekjun","3_balls bet365 22833 11460,27759",2.05,0.4992,0.0235,2026-07-09 19:37:02.541176,3,TRUE,2.05,0.4992,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+105
Genesis Scottish Open,3_balls,caesars,"Kim, Michael","Campbell, Brian / Hidalgo Portillo, Angel","3_balls caesars 17543 18628,24127",2.05,0.4986,0.0221,2026-07-09 19:37:02.541176,1.5,TRUE,2.05,0.4986,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+105
Genesis Scottish Open,3_balls,fanduel,"Choi, Seungbin","Meronk, Adrian / Keefer, Johnny","3_balls fanduel 26580 14196,32457",4.6,0.2659,0.2234,2026-07-09 19:37:02.541176,-3,FALSE,4.6,0.2659,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+360
Genesis Scottish Open,3_balls,fanduel,"Lawrence, Thriston","Hoffman, Charley / Hillier, Daniel","3_balls fanduel 18105 21362,5768",3.1,0.3477,0.0779,2026-07-09 19:37:02.541176,-1,FALSE,3.1,0.3477,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+210
Genesis Scottish Open,3_balls,fanduel,"Manassero, Matteo","Echavarria, Nico / Kim, Baekjun","3_balls fanduel 11460 22833,27759",3.2,0.3338,0.0681,2026-07-09 19:37:02.541176,-3,FALSE,3.2,0.3338,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+220
Genesis Scottish Open,3_balls,bet365,"Choi, Seungbin","Meronk, Adrian / Keefer, Johnny","3_balls bet365 26580 14196,32457",4,0.2659,0.0638,2026-07-09 19:37:02.541176,-3,FALSE,4,0.2659,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+300
Genesis Scottish Open,3_balls,bet365,"Riley, Davis","Hoshino, Rikuya / Smotherman, Austin","3_balls bet365 19872 19190,22985",3.1,0.337,0.0446,2026-07-09 19:37:02.541176,0,FALSE,3.1,0.337,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+210
Genesis Scottish Open,3_balls,fanduel,"Riley, Davis","Hoshino, Rikuya / Smotherman, Austin","3_balls fanduel 19872 19190,22985",3.1,0.337,0.0446,2026-07-09 19:37:02.541176,0,FALSE,3.1,0.337,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+210
Genesis Scottish Open,3_balls,fanduel,"Elvira Mijares, Ignacio","Knapp, Jake / Bradbury, Dan","3_balls fanduel 12988 19396,29971",3.7,0.282,0.0435,2026-07-09 19:37:02.541176,-2,FALSE,3.7,0.282,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+270
Genesis Scottish Open,3_balls,fanduel,"Olesen, Thorbjorn","Premlall, Yurav / Potgieter, Aldrich","3_balls fanduel 13412 25890,27900",2.65,0.3923,0.0396,2026-07-09 19:37:02.541176,0,FALSE,2.65,0.3923,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+165
Genesis Scottish Open,3_balls,fanduel,"McKibbin, Tom","Stevens, Sam / Schott, Freddy","3_balls fanduel 22322 25569,27588",2.45,0.4239,0.0387,2026-07-09 19:37:02.541176,-3,FALSE,2.45,0.4239,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+145
Genesis Scottish Open,3_balls,betmgm,"Gerard, Ryan","Harman, Brian / Hill, Calum","3_balls betmgm 29767 25131,8825",2.75,0.3773,0.0376,2026-07-09 19:37:02.541176,0,FALSE,2.75,0.3773,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+175
Genesis Scottish Open,3_balls,betmgm,"Forrest, Grant","Koepka, Brooks / Lee, Min Woo","3_balls betmgm 16475 16243,16841",4,0.2594,0.0374,2026-07-09 19:37:02.541176,-2.5,FALSE,4,0.2594,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+300
Genesis Scottish Open,round_matchups,bet365,"Aberg, Ludvig","Fitzpatrick, Matt",round_matchups bet365 23950 17646,2,0.5181,0.0361,2026-07-09 19:37:02.541176,-1,FALSE,2,0.5181,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+100
Genesis Scottish Open,3_balls,bet365,"Pavon, Matthieu","Migliozzi, Guido / Hall, Harry","3_balls bet365 19960 17357,27194",3.1,0.3325,0.0309,2026-07-09 19:37:02.541176,-2,FALSE,3.1,0.3325,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+210
Genesis Scottish Open,3_balls,draftkings,"Kruyswijk, Jacques","Putnam, Andrew / Lagergren, Joakim","3_balls draftkings 16896 14704,14780",3.7,0.2784,0.03,2026-07-09 19:37:02.541176,-3,FALSE,3.7,0.2784,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+270
Genesis Scottish Open,3_balls,caesars,"Lawrence, Thriston","Hoffman, Charley / Hillier, Daniel","3_balls caesars 18105 21362,5768",2.95,0.3477,0.0258,2026-07-09 19:37:02.541176,-1,FALSE,2.95,0.3477,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+195
Genesis Scottish Open,3_balls,bet365,"Frittelli, Dylan","Katsuragawa, Yuto / Eckroat, Austin","3_balls bet365 11955 20448,26653",2.8,0.366,0.0248,2026-07-09 19:37:02.541176,-1,FALSE,2.8,0.366,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+180
Genesis Scottish Open,3_balls,draftkings,"Frittelli, Dylan","Katsuragawa, Yuto / Eckroat, Austin","3_balls draftkings 11955 20448,26653",2.8,0.366,0.0248,2026-07-09 19:37:02.541176,-1,FALSE,2.8,0.366,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+180
Genesis Scottish Open,3_balls,betmgm,"Lindberg, Mikael","Fox, Ryan / Kim, Tom","3_balls betmgm 20084 11889,24766",3.5,0.2928,0.0248,2026-07-09 19:37:02.541176,-3.5,FALSE,3.5,0.2928,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+250
Genesis Scottish Open,3_balls,bet365,"Da Costa Rodrigues, Daniel","Bauchou, Zach / Vilips, Karl","3_balls bet365 27149 19846,24304",4,0.2556,0.0223,2026-07-09 19:37:02.541176,-2,FALSE,4,0.2556,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+300
Genesis Scottish Open,3_balls,fanduel,"Schmid, Matti","Ravetto, David / Coody, Pierceson","3_balls fanduel 20722 23416,28309",2.9,0.3519,0.0206,2026-07-09 19:37:02.541176,-1,FALSE,2.9,0.3519,2026-07-09 19:37:02.541176,TRUE,FALSE,2026-07-09 19:37:02.541176,+190
Genesis Scottish Open,3_balls,fanduel,"Wallace, Matt","Jamieson, Scott / Penge, Marco","3_balls fanduel 20706 11397,22465",2.55,0.4127,0.0523,2026-07-09 21:06:39.633936,2,TRUE,2.55,0.4127,2026-07-09 21:06:39.633936,TRUE,FALSE,2026-07-09 21:06:39.633936,+155
Genesis Scottish Open,round_matchups,fanduel,"Fleetwood, Tommy","Rahm, Jon",round_matchups fanduel 12294 19195,1.9,0.547,0.0393,2026-07-09 22:45:24.529511,3,TRUE,1.9,0.547,2026-07-09 22:45:24.529511,TRUE,FALSE,2026-07-09 22:45:24.529511,-111
Genesis Scottish Open,round_matchups,fanduel,"Schauffele, Xander","Clark, Wyndham",round_matchups fanduel 19895 23604,1.9,0.5414,0.0286,2026-07-09 22:45:24.529511,-1,FALSE,1.9,0.5414,2026-07-09 22:45:24.529511,TRUE,FALSE,2026-07-09 22:45:24.529511,-111
